paper_key,title,download_status,pdf_path,download_source,download_url,error,source_url,doi,arxiv,paperId
chain-of-alpha-unleashing-the-power-of-large-language-models-for-alpha-m-a236dde21c,Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading,needs_manual_download,,,,"arxiv_id:curl_exit_56: % Total    % Received % Xferd  Average Speed   Time    Time     Time  Current
                                 Dload  Upload   Total   Spent    Left  Speed

  0     0    0     0    0     0      0      0 --:--:-- --:--:-- --:--:--     0
100   217  100   217    0     0   1927      0 --:--:-- --:--:-- ",https://www.semanticscholar.org/paper/d392598fbffaae986b15695b24611205be2e6ec3,10.48550/arXiv.2508.06312,2508.06312,d392598fbffaae986b15695b24611205be2e6ec3
quantagent-price-driven-multi-agent-llms-for-high-frequency-trading-37b2dc395a,QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading,downloaded,data/papers/pdf/quantagent-price-driven-multi-agent-llms-for-high-frequency-trading-37b2dc395a.pdf,existing,,,,,,
alphaquanter-an-end-to-end-tool-augmented-agentic-reinforcement-learning-e0fd077150,AlphaQuanter: An End-to-End Tool-Augmented Agentic Reinforcement Learning Framework for Stock Trading,downloaded,data/papers/pdf/alphaquanter-an-end-to-end-tool-augmented-agentic-reinforcement-learning-e0fd077150.pdf,existing,,,,,,
when-agents-trade-live-multi-market-trading-arena-for-llm-agents-5844c9bed3,When Agents Trade: Live Multi-Market Trading Arena for LLM Agents,downloaded,data/papers/pdf/when-agents-trade-live-multi-market-trading-arena-for-llm-agents-5844c9bed3.pdf,existing,,,,,,
ecc-analyzer-extracting-trading-signal-from-earnings-conference-calls-us-3a6fb19c45,ECC Analyzer: Extracting Trading Signal from Earnings Conference Calls using Large Language Model for Stock Volatility Prediction,downloaded,data/papers/pdf/ecc-analyzer-extracting-trading-signal-from-earnings-conference-calls-us-3a6fb19c45.pdf,existing,,,,,,
atlas-adaptive-trading-with-llm-agents-through-dynamic-prompt-optimizati-e8c01e0fda,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,downloaded,data/papers/pdf/atlas-adaptive-trading-with-llm-agents-through-dynamic-prompt-optimizati-e8c01e0fda.pdf,existing,,,,,,
from-earnings-calls-to-investment-reports-evaluating-role-based-multi-ag-77c3a9c4bf,From Earnings Calls to Investment Reports: Evaluating Role-based Multi-Agent LLM Systems,downloaded,data/papers/pdf/from-earnings-calls-to-investment-reports-evaluating-role-based-multi-ag-77c3a9c4bf.pdf,existing,,,,,,
to-trade-or-not-to-trade-an-agentic-approach-to-estimating-market-risk-i-cb2fb08e68,To Trade or Not to Trade: An Agentic Approach to Estimating Market Risk Improves Trading Decisions,downloaded,data/papers/pdf/to-trade-or-not-to-trade-an-agentic-approach-to-estimating-market-risk-i-cb2fb08e68.pdf,existing,,,,,,
tradetrap-are-llm-based-trading-agents-truly-reliable-and-faithful-fdf9f4390f,TradeTrap: Are LLM-based Trading Agents Truly Reliable and Faithful?,downloaded,data/papers/pdf/tradetrap-are-llm-based-trading-agents-truly-reliable-and-faithful-fdf9f4390f.pdf,existing,,,,,,
design-and-empirical-study-of-a-large-language-model-based-multi-agent-i-5f96d9d91d,Design and Empirical Study of a Large Language Model-Based Multi-Agent Investment System for Chinese Public REITs,downloaded,data/papers/pdf/design-and-empirical-study-of-a-large-language-model-based-multi-agent-i-5f96d9d91d.pdf,existing,,,,,,
toward-expert-investment-teams-a-multi-agent-llm-system-with-fine-graine-67da152f17,Toward Expert Investment Teams:A Multi-Agent LLM System with Fine-Grained Trading Tasks,downloaded,data/papers/pdf/toward-expert-investment-teams-a-multi-agent-llm-system-with-fine-graine-67da152f17.pdf,existing,,,,,,
ecc-analyzer-extract-trading-signal-from-earnings-conference-calls-using-809c134307,ECC Analyzer: Extract Trading Signal from Earnings Conference Calls using Large Language Model for Stock Performance Prediction,downloaded,data/papers/pdf/ecc-analyzer-extract-trading-signal-from-earnings-conference-calls-using-809c134307.pdf,existing,,,,,,
artificial-intelligence-for-quantitative-finance-a-rag-augmented-multi-a-9402c234c9,Artificial Intelligence for Quantitative Finance: A RAG-Augmented Multi-Agent Framework for Robust Equity Strategy Discovery,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/70103bfb66cae1c281a7d0f8dd063dffedd7715b,10.1145/3788149.3788249,,70103bfb66cae1c281a7d0f8dd063dffedd7715b
trading-r1-financial-trading-with-llm-reasoning-via-reinforcement-learni-d51cc0591e,Trading-R1: Financial Trading with LLM Reasoning via Reinforcement Learning,downloaded,data/papers/pdf/trading-r1-financial-trading-with-llm-reasoning-via-reinforcement-learni-d51cc0591e.pdf,existing,,,,,,
tradinggroup-a-multi-agent-trading-system-with-self-reflection-and-data-f6009f8af2,TradingGroup: A Multi-Agent Trading System with Self-Reflection and Data-Synthesis,downloaded,data/papers/pdf/tradinggroup-a-multi-agent-trading-system-with-self-reflection-and-data-f6009f8af2.pdf,existing,,,,,,
navigating-complexity-gpt-4-s-performance-in-predicting-earnings-and-sto-6daf810cd4,Navigating Complexity: GPT-4's Performance in Predicting Earnings and Stock Returns in China's A-Share Market,downloaded,data/papers/pdf/navigating-complexity-gpt-4-s-performance-in-predicting-earnings-and-sto-6daf810cd4.pdf,existing,,,,,,
signal-or-noise-in-multi-agent-llm-based-stock-recommendations-d3eff2c11f,Signal or Noise in Multi-Agent LLM-based Stock Recommendations?,downloaded,data/papers/pdf/signal-or-noise-in-multi-agent-llm-based-stock-recommendations-d3eff2c11f.pdf,existing,,,,,,
document-level-numerical-reasoning-across-single-and-multiple-tables-in-d2a12af257,Document-Level Numerical Reasoning across Single and Multiple Tables in Financial Reports,downloaded,data/papers/pdf/document-level-numerical-reasoning-across-single-and-multiple-tables-in-d2a12af257.pdf,existing,,,,,,
multifinrag-an-optimized-multimodal-retrieval-augmented-generation-frame-63c522cdba,MultiFinRAG: An Optimized Multimodal Retrieval-Augmented Generation Framework for Financial Question Answering,downloaded,data/papers/pdf/multifinrag-an-optimized-multimodal-retrieval-augmented-generation-frame-63c522cdba.pdf,existing,,,,,,
hierarchical-retrieval-with-evidence-curation-for-open-domain-financial-cd8226042e,Hierarchical Retrieval with Evidence Curation for Open-Domain Financial Question Answering on Standardized Documents,downloaded,data/papers/pdf/hierarchical-retrieval-with-evidence-curation-for-open-domain-financial-cd8226042e.pdf,existing,,,,,,
evaluating-large-language-models-llms-in-financial-nlp-a-comparative-stu-bf6d83c530,Evaluating Large Language Models (LLMs) in Financial NLP: A Comparative Study on Financial Report Analysis,downloaded,data/papers/pdf/evaluating-large-language-models-llms-in-financial-nlp-a-comparative-stu-bf6d83c530.pdf,existing,,,,,,
a-scalable-data-driven-framework-for-systematic-analysis-of-sec-10-k-fil-030e76e51a,A Scalable Data-Driven Framework for Systematic Analysis of SEC 10-K Filings Using Large Language Models,downloaded,data/papers/pdf/a-scalable-data-driven-framework-for-systematic-analysis-of-sec-10-k-fil-030e76e51a.pdf,existing,,,,,,
edinet-bench-evaluating-llms-on-complex-financial-tasks-using-japanese-f-0d5eb11f10,EDINET-Bench: Evaluating LLMs on Complex Financial Tasks using Japanese Financial Statements,downloaded,data/papers/pdf/edinet-bench-evaluating-llms-on-complex-financial-tasks-using-japanese-f-0d5eb11f10.pdf,existing,,,,,,
metadata-driven-retrieval-augmented-generation-for-financial-question-an-74be4c4dcc,Metadata-Driven Retrieval-Augmented Generation for Financial Question Answering,downloaded,data/papers/pdf/metadata-driven-retrieval-augmented-generation-for-financial-question-an-74be4c4dcc.pdf,existing,,,,,,
detecting-semantic-mismatches-in-xbrl-tag-mapping-for-sec-10-k-filings-a-e3e5f9dab0,Detecting Semantic Mismatches in XBRL Tag Mapping for SEC 10-K Filings: A Text Comparison and Historical Consistency Analysis,downloaded,data/papers/pdf/detecting-semantic-mismatches-in-xbrl-tag-mapping-for-sec-10-k-filings-a-e3e5f9dab0.pdf,existing,,,,,,
optimizing-retrieval-strategies-for-financial-question-answering-documen-1a664b952d,Optimizing Retrieval Strategies for Financial Question Answering Documents in Retrieval-Augmented Generation Systems,downloaded,data/papers/pdf/optimizing-retrieval-strategies-for-financial-question-answering-documen-1a664b952d.pdf,existing,,,,,,
advancing-retrieval-augmented-generation-for-financial-question-answerin-eaba5a19d0,Advancing Retrieval-Augmented Generation for Financial Question Answering,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/c1e75f6f1819ef2b0ebad2f9f4b290cc7c4a3b65,10.1109/MERCon67903.2025.11217080,,c1e75f6f1819ef2b0ebad2f9f4b290cc7c4a3b65
finreasoning-a-hierarchical-benchmark-for-reliable-financial-research-re-cab67b5acc,FinReasoning: A Hierarchical Benchmark for Reliable Financial Research Reporting,downloaded,data/papers/pdf/finreasoning-a-hierarchical-benchmark-for-reliable-financial-research-re-cab67b5acc.pdf,existing,,,,,,
hifi-kpi-a-dataset-for-hierarchical-kpi-extraction-from-earnings-filings-6b712090a0,HiFi-KPI: A Dataset for Hierarchical KPI Extraction from Earnings Filings,downloaded,data/papers/pdf/hifi-kpi-a-dataset-for-hierarchical-kpi-extraction-from-earnings-filings-6b712090a0.pdf,existing,,,,,,
assessing-consistency-and-reproducibility-in-the-outputs-of-large-langua-d058fdec1b,Assessing Consistency and Reproducibility in the Outputs of Large Language Models: Evidence Across Diverse Finance and Accounting Tasks,downloaded,data/papers/pdf/assessing-consistency-and-reproducibility-in-the-outputs-of-large-langua-d058fdec1b.pdf,existing,,,,,,
finauditing-a-financial-taxonomy-structured-multi-document-benchmark-for-d66110db61,FinAuditing: A Financial Taxonomy-Structured Multi-Document Benchmark for Evaluating LLMs,downloaded,data/papers/pdf/finauditing-a-financial-taxonomy-structured-multi-document-benchmark-for-d66110db61.pdf,existing,,,,,,
language-models-fine-tuning-for-automatic-format-reconstruction-of-sec-f-980f49f777,Language Models Fine-Tuning for Automatic Format Reconstruction of SEC Financial Filings,downloaded,data/papers/pdf/language-models-fine-tuning-for-automatic-format-reconstruction-of-sec-f-980f49f777.pdf,existing,,,,,,
decomposing-retrieval-failures-in-rag-for-long-document-financial-questi-cc2b8ada9c,Decomposing Retrieval Failures in RAG for Long-Document Financial Question Answering,downloaded,data/papers/pdf/decomposing-retrieval-failures-in-rag-for-long-document-financial-questi-cc2b8ada9c.pdf,existing,,,,,,
financial-numeric-extreme-labelling-a-dataset-and-benchmarking-for-xbrl-ae0d681875,Financial Numeric Extreme Labelling: A Dataset and Benchmarking for XBRL Tagging,downloaded,data/papers/pdf/financial-numeric-extreme-labelling-a-dataset-and-benchmarking-for-xbrl-ae0d681875.pdf,existing,,,,,,
fin-rag-a-rag-system-for-financial-documents-63b537dab8,Fin-Rag A Rag System for Financial Documents,downloaded,data/papers/pdf/fin-rag-a-rag-system-for-financial-documents-63b537dab8.pdf,existing,,,,,,
automating-financial-statement-audits-with-large-language-models-3c582ddd7d,Automating Financial Statement Audits with Large Language Models,downloaded,data/papers/pdf/automating-financial-statement-audits-with-large-language-models-3c582ddd7d.pdf,existing,,,,,,
evaluating-retrieval-augmented-generation-models-for-financial-report-qu-eb30aee092,Evaluating Retrieval-Augmented Generation Models for Financial Report Question and Answering,downloaded,data/papers/pdf/evaluating-retrieval-augmented-generation-models-for-financial-report-qu-eb30aee092.pdf,existing,,,,,,
can-llms-be-good-financial-advisors-an-initial-study-in-personal-decisio-e4c05762dc,Can LLMs be Good Financial Advisors?: An Initial Study in Personal Decision Making for Optimized Outcomes,downloaded,data/papers/pdf/can-llms-be-good-financial-advisors-an-initial-study-in-personal-decisio-e4c05762dc.pdf,existing,,,,,,
model-risk-management-in-finance-the-role-of-agentic-systems-in-risk-mit-62a62850d9,Model Risk Management in Finance: The Role of Agentic Systems in Risk Mitigation,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/5d7e850f00c05fceaca6629468aa7da30269ed51,10.1109/ICA67499.2025.00010,,5d7e850f00c05fceaca6629468aa7da30269ed51
enhancing-the-efficiency-and-accuracy-of-underlying-asset-reviews-in-str-4f2cd416e1,Enhancing the Efficiency and Accuracy of Underlying Asset Reviews in Structured Finance: The Application of Multi-agent Framework,downloaded,data/papers/pdf/enhancing-the-efficiency-and-accuracy-of-underlying-asset-reviews-in-str-4f2cd416e1.pdf,existing,,,,,,
are-generative-ai-agents-effective-personalized-financial-advisors-43f588dc18,Are Generative AI Agents Effective Personalized Financial Advisors?,downloaded,data/papers/pdf/are-generative-ai-agents-effective-personalized-financial-advisors-43f588dc18.pdf,existing,,,,,,
can-chatgpt-plan-your-retirement-generative-ai-and-financial-advice-fe53d5a2c5,Can ChatGPT Plan Your Retirement?: Generative AI and Financial Advice,downloaded,data/papers/pdf/can-chatgpt-plan-your-retirement-generative-ai-and-financial-advice-fe53d5a2c5.pdf,existing,,,,,,
finvault-benchmarking-financial-agent-safety-in-execution-grounded-envir-adcdd63117,FinVault: Benchmarking Financial Agent Safety in Execution-Grounded Environments,downloaded,data/papers/pdf/finvault-benchmarking-financial-agent-safety-in-execution-grounded-envir-adcdd63117.pdf,existing,,,,,,
finch-benchmarking-finance-accounting-across-spreadsheet-centric-enterpr-43bf4ae4a4,Finch: Benchmarking Finance & Accounting across Spreadsheet-Centric Enterprise Workflows,downloaded,data/papers/pdf/finch-benchmarking-finance-accounting-across-spreadsheet-centric-enterpr-43bf4ae4a4.pdf,existing,,,,,,
llm-based-intelligent-risk-identification-for-smes-a-comparative-study-o-03fda78cdf,LLM-Based Intelligent Risk Identification for SMEs: A Comparative Study of Prompt Engineering Strategies,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ed4f58c05aa6e7c132a8be192ae6855d1eb993b4,10.1145/3804504.3804520,,ed4f58c05aa6e7c132a8be192ae6855d1eb993b4
advancing-anomaly-detection-non-semantic-financial-data-encoding-with-la-cbe8e211b2,Advancing Anomaly Detection: Non-Semantic Financial Data Encoding With Large Language Models,downloaded,data/papers/pdf/advancing-anomaly-detection-non-semantic-financial-data-encoding-with-la-cbe8e211b2.pdf,existing,,,,,,
a-review-on-large-language-models-and-generative-ai-in-banking-aaa1033c28,A Review on Large Language Models and Generative AI in Banking,downloaded,data/papers/pdf/a-review-on-large-language-models-and-generative-ai-in-banking-aaa1033c28.pdf,existing,,,,,,
evaluating-llms-in-finance-requires-explicit-bias-consideration-c8aaf86016,Evaluating LLMs in Finance Requires Explicit Bias Consideration,downloaded,data/papers/pdf/evaluating-llms-in-finance-requires-explicit-bias-consideration-c8aaf86016.pdf,existing,,,,,,
equity-research-chatbot-using-llm-a-responsive-agent-for-investment-rese-62c7836f21,Equity Research Chatbot Using LLM: A Responsive Agent for Investment Research,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/7bb4a5e42968d11762bd82b57b0f68797235bb21,10.1109/PuneCon63413.2024.10895230,,7bb4a5e42968d11762bd82b57b0f68797235bb21
cn-buzz2portfolio-a-chinese-market-dataset-and-benchmark-for-llm-based-m-9dcd7220d7,CN-Buzz2Portfolio: A Chinese-Market Dataset and Benchmark for LLM-Based Macro and Sector Asset Allocation from Daily Trending Financial News,downloaded,data/papers/pdf/cn-buzz2portfolio-a-chinese-market-dataset-and-benchmark-for-llm-based-m-9dcd7220d7.pdf,existing,,,,,,
benchmarking-large-language-models-for-supply-chain-risk-identification-26e9ef33ea,Benchmarking large language models for supply chain risk identification: an extended evaluation within the LARD-SC framework,downloaded,data/papers/pdf/benchmarking-large-language-models-for-supply-chain-risk-identification-26e9ef33ea.pdf,existing,,,,,,
leveraging-internet-sourced-text-data-for-financial-analytics-in-supply-fa3ce2de9c,Leveraging Internet-Sourced Text Data for Financial Analytics in Supply Chain Finance: A Large Language Model-Enhanced Text Mining Workflow,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/7ad8e6d84f7ce6145a15852fa19c370c0d485eb0,10.1109/TEM.2025.3567302,,7ad8e6d84f7ce6145a15852fa19c370c0d485eb0
event-identification-for-supply-chain-risk-management-through-news-analy-4a20794423,Event Identification for Supply Chain Risk Management Through News Analysis by Using Large Language Models,downloaded,data/papers/pdf/event-identification-for-supply-chain-risk-management-through-news-analy-4a20794423.pdf,existing,,,,,,
finbert2-a-specialized-bidirectional-encoder-for-bridging-the-gap-in-fin-835e23cd47,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,downloaded,data/papers/pdf/finbert2-a-specialized-bidirectional-encoder-for-bridging-the-gap-in-fin-835e23cd47.pdf,existing,,,,,,
from-text-to-risk-predicting-repayment-risk-in-supply-chain-finance-with-6c942df360,From text to risk: Predicting repayment risk in supply chain finance with deep learning and large language models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/aafaa3ae79682cac015ceddb4c9e9f68cce7a09a,10.1016/j.ijpe.2025.109906,,aafaa3ae79682cac015ceddb4c9e9f68cce7a09a
measuring-firm-level-supply-chain-risk-using-a-generative-large-language-048119a8e2,Measuring Firm-Level Supply Chain Risk Using A Generative Large Language Model,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/74de4e2c66b47539377eedf2726dad5c93a5b3ee,10.1016/j.frl.2025.107111,,74de4e2c66b47539377eedf2726dad5c93a5b3ee
fine-tuning-and-explaining-finbert-for-sector-specific-financial-news-a-760822b07c,Fine-Tuning and Explaining FinBERT for Sector-Specific Financial News: A Reproducible Workflow,downloaded,data/papers/pdf/fine-tuning-and-explaining-finbert-for-sector-specific-financial-news-a-760822b07c.pdf,existing,,,,,,
shield-llm-driven-schema-induction-for-predictive-analytics-in-ev-batter-0f655fb376,SHIELD: LLM-Driven Schema Induction for Predictive Analytics in EV Battery Supply Chain Disruptions,downloaded,data/papers/pdf/shield-llm-driven-schema-induction-for-predictive-analytics-in-ev-batter-0f655fb376.pdf,existing,,,,,,
measuring-climate-risk-with-chatgpt-the-influence-of-firms-market-value-daccfe4963,Measuring climate risk with ChatGPT: the influence of firms market value within supply chains in China,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ee3198dcf12dee9baf58134f3bb92ac7b75052d9,10.1080/13675567.2025.2480630,,ee3198dcf12dee9baf58134f3bb92ac7b75052d9
finkario-event-enhanced-automated-construction-of-financial-knowledge-gr-92a3616d26,FinKario: Event-Enhanced Automated Construction of Financial Knowledge Graph,downloaded,data/papers/pdf/finkario-event-enhanced-automated-construction-of-financial-knowledge-gr-92a3616d26.pdf,existing,,,,,,
measuring-corporate-risk-using-large-language-model-embeddings-evidence-3088a9e92c,Measuring Corporate Risk Using Large Language Model Embeddings: Evidence on Corporate Climate Risk and Supply Chain Restructuring,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ce2c5883b3610ce8523d17b515578bdf5f3b1e97,10.2139/ssrn.6507162,,ce2c5883b3610ce8523d17b515578bdf5f3b1e97
sentiment-driven-prediction-of-financial-returns-a-bayesian-enhanced-fin-29c64548da,Sentiment-driven prediction of financial returns: a Bayesian-enhanced FinBERT approach,downloaded,data/papers/pdf/sentiment-driven-prediction-of-financial-returns-a-bayesian-enhanced-fin-29c64548da.pdf,existing,,,,,,
finkg-a-core-financial-knowledge-graph-for-financial-analysis-8de11cf2db,FinKG: A Core Financial Knowledge Graph for Financial Analysis,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/9eb95d26abac2f94ce353de53f33ad29d2973996,10.1109/ICSC56153.2023.00020,,9eb95d26abac2f94ce353de53f33ad29d2973996
risk-factor-extraction-in-financial-disclosures-via-a-knowledge-graph-en-a4db9144b0,Risk Factor Extraction in Financial Disclosures via a Knowledge Graph-Enhanced Language Model,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/ce7b615098491b4686d7f34df8a80e0fe3aa186c,10.1155/int/9295056,,ce7b615098491b4686d7f34df8a80e0fe3aa186c
finripple-aligning-large-language-models-with-financial-market-for-event-0fea2bb2e6,FinRipple: Aligning Large Language Models with Financial Market for Event Ripple Effect Awareness,downloaded,data/papers/pdf/finripple-aligning-large-language-models-with-financial-market-for-event-0fea2bb2e6.pdf,existing,,,,,,
findkg-dynamic-knowledge-graphs-with-large-language-models-for-detecting-a395467f36,FinDKG: Dynamic Knowledge Graphs with Large Language Models for Detecting Global Trends in Financial Markets,downloaded,data/papers/pdf/findkg-dynamic-knowledge-graphs-with-large-language-models-for-detecting-a395467f36.pdf,existing,,,,,,
naturekg-an-ontology-and-knowledge-graph-for-nature-finance-with-a-text2-01266529c6,NatureKG: an ontology and knowledge graph for nature finance with a Text2Cypher application,downloaded,data/papers/pdf/naturekg-an-ontology-and-knowledge-graph-for-nature-finance-with-a-text2-01266529c6.pdf,existing,,,,,,
fincare-financial-causal-analysis-with-reasoning-and-evidence-fb6e518afb,FinCARE: Financial Causal Analysis with Reasoning and Evidence,downloaded,data/papers/pdf/fincare-financial-causal-analysis-with-reasoning-and-evidence-fb6e518afb.pdf,existing,,,,,,
finreflectkg-agentic-construction-and-evaluation-of-financial-knowledge-884eb3ce21,FinReflectKG: Agentic Construction and Evaluation of Financial Knowledge Graphs,downloaded,data/papers/pdf/finreflectkg-agentic-construction-and-evaluation-of-financial-knowledge-884eb3ce21.pdf,existing,,,,,,
modal-adaptive-knowledge-enhanced-graph-based-financial-prediction-from-5f0095f97a,Modal-adaptive Knowledge-enhanced Graph-based Financial Prediction from Monetary Policy Conference Calls with LLM,downloaded,data/papers/pdf/modal-adaptive-knowledge-enhanced-graph-based-financial-prediction-from-5f0095f97a.pdf,existing,,,,,,
interpreting-fedspeak-with-confidence-a-llm-based-uncertainty-aware-fram-fa5a01d174,Interpreting Fedspeak with Confidence: A LLM-Based Uncertainty-Aware Framework Guided by Monetary Policy Transmission Paths,downloaded,data/papers/pdf/interpreting-fedspeak-with-confidence-a-llm-based-uncertainty-aware-fram-fa5a01d174.pdf,existing,,,,,,
exploring-the-in-context-learning-capabilities-of-llms-for-money-launder-57571a238c,Exploring the In-Context Learning Capabilities of LLMs for Money Laundering Detection in Financial Graphs,downloaded,data/papers/pdf/exploring-the-in-context-learning-capabilities-of-llms-for-money-launder-57571a238c.pdf,existing,,,,,,
polybench-benchmarking-llm-forecasting-and-trading-capabilities-on-live-9a818cc86d,PolyBench: Benchmarking LLM Forecasting and Trading Capabilities on Live Prediction Market Data,downloaded,data/papers/pdf/polybench-benchmarking-llm-forecasting-and-trading-capabilities-on-live-9a818cc86d.pdf,existing,,,,,,
dynamic-hedging-strategies-in-derivatives-markets-with-llm-driven-sentim-06b006f967,Dynamic Hedging Strategies in Derivatives Markets with LLM-Driven Sentiment and News Analytics,downloaded,data/papers/pdf/dynamic-hedging-strategies-in-derivatives-markets-with-llm-driven-sentim-06b006f967.pdf,existing,,,,,,
finsheet-bench-from-simple-lookups-to-complex-reasoning-where-llms-break-74873bd478,"FinSheet-Bench: From Simple Lookups to Complex Reasoning, Where LLMs Break on Financial Spreadsheets",downloaded,data/papers/pdf/finsheet-bench-from-simple-lookups-to-complex-reasoning-where-llms-break-74873bd478.pdf,existing,,,,,,
financeqa-a-benchmark-for-evaluating-financial-analysis-capabilities-of-aeb7c69af4,FinanceQA: A Benchmark for Evaluating Financial Analysis Capabilities of Large Language Models,downloaded,data/papers/pdf/financeqa-a-benchmark-for-evaluating-financial-analysis-capabilities-of-aeb7c69af4.pdf,existing,,,,,,
biased-echoes-large-language-models-reinforce-investment-biases-and-incr-a2e943e350,Biased echoes: Large language models reinforce investment biases and increase portfolio risks of private investors,downloaded,data/papers/pdf/biased-echoes-large-language-models-reinforce-investment-biases-and-incr-a2e943e350.pdf,existing,,,,,,
the-gaining-paths-to-investment-success-information-driven-llm-graph-rea-ad3df490dc,The Gaining Paths to Investment Success: Information-Driven LLM Graph Reasoning for Venture Capital Prediction,downloaded,data/papers/pdf/the-gaining-paths-to-investment-success-information-driven-llm-graph-rea-ad3df490dc.pdf,existing,,,,,,
stocksim-a-dual-mode-order-level-simulator-for-evaluating-multi-agent-ll-489ae34b97,StockSim: A Dual-Mode Order-Level Simulator for Evaluating Multi-Agent LLMs in Financial Markets,downloaded,data/papers/pdf/stocksim-a-dual-mode-order-level-simulator-for-evaluating-multi-agent-ll-489ae34b97.pdf,existing,,,,,,
a-multi-agent-orchestration-framework-for-venture-capital-due-diligence-319dbf9bf5,A Multi-Agent Orchestration Framework for Venture Capital Due Diligence,downloaded,data/papers/pdf/a-multi-agent-orchestration-framework-for-venture-capital-due-diligence-319dbf9bf5.pdf,existing,,,,,,
llm-guided-evolutionary-strategy-generation-for-quantitative-trading-9d73d7b3c1,LLM-Guided Evolutionary Strategy Generation for Quantitative Trading,downloaded,data/papers/pdf/llm-guided-evolutionary-strategy-generation-for-quantitative-trading-9d73d7b3c1.pdf,existing,,,,,,
mm-drex-multimodal-driven-dynamic-routing-of-llm-experts-for-financial-t-0f0efcf1f5,MM-DREX: Multimodal-Driven Dynamic Routing of LLM Experts for Financial Trading,downloaded,data/papers/pdf/mm-drex-multimodal-driven-dynamic-routing-of-llm-experts-for-financial-t-0f0efcf1f5.pdf,existing,,,,,,
alphaforgebench-benchmarking-end-to-end-trading-strategy-design-with-lar-cbe52b4586,AlphaForgeBench: Benchmarking End-to-End Trading Strategy Design with Large Language Models,downloaded,data/papers/pdf/alphaforgebench-benchmarking-end-to-end-trading-strategy-design-with-lar-cbe52b4586.pdf,existing,,,,,,
agent-trading-arena-a-study-on-numerical-understanding-in-llm-based-agen-f83181d0ba,Agent Trading Arena: A Study on Numerical Understanding in LLM-Based Agents,downloaded,data/papers/pdf/agent-trading-arena-a-study-on-numerical-understanding-in-llm-based-agen-f83181d0ba.pdf,existing,,,,,,
from-natural-language-to-executable-option-strategies-via-large-language-b7312bf6f1,From Natural Language to Executable Option Strategies via Large Language Models,downloaded,data/papers/pdf/from-natural-language-to-executable-option-strategies-via-large-language-b7312bf6f1.pdf,existing,,,,,,
a-multi-agent-approach-to-investor-profiling-using-large-language-models-5767d2a629,A Multi-Agent Approach to Investor Profiling Using Large Language Models,needs_manual_download,,,,no_pdf_candidate,https://www.semanticscholar.org/paper/4274cb66827019545cf7b9dae51441f4ad523552,10.1109/ICCAD64771.2025.11099326,,4274cb66827019545cf7b9dae51441f4ad523552
polyswarm-a-multi-agent-large-language-model-framework-for-prediction-ma-e28b37de6f,PolySwarm: A Multi-Agent Large Language Model Framework for Prediction Market Trading and Latency Arbitrage,downloaded,data/papers/pdf/polyswarm-a-multi-agent-large-language-model-framework-for-prediction-ma-e28b37de6f.pdf,existing,,,,,,
application-of-startup-success-prediction-models-and-business-document-e-99fe0000d0,Application of Startup Success Prediction Models and Business Document Extraction Using Large Language Models to Enhance Due Diligence Efficiency,downloaded,data/papers/pdf/application-of-startup-success-prediction-models-and-business-document-e-99fe0000d0.pdf,existing,,,,,,
chatgpt-as-a-financial-advisor-a-re-examination-626341411b,ChatGPT as a Financial Advisor: A Re-Examination,downloaded,data/papers/pdf/chatgpt-as-a-financial-advisor-a-re-examination-626341411b.pdf,existing,,,,,,
quantcode-bench-a-benchmark-for-evaluating-the-ability-of-large-language-4485df0610,QuantCode-Bench: A Benchmark for Evaluating the Ability of Large Language Models to Generate Executable Algorithmic Trading Strategies,downloaded,data/papers/pdf/quantcode-bench-a-benchmark-for-evaluating-the-ability-of-large-language-4485df0610.pdf,existing,,,,,,
deepfinllm-an-intelligent-financial-advisor-unleashing-strategic-insight-b6ffa7ea56,DeepFinLLM: an intelligent financial advisor unleashing strategic insights with large language models,downloaded,data/papers/pdf/deepfinllm-an-intelligent-financial-advisor-unleashing-strategic-insight-b6ffa7ea56.pdf,existing,,,,,,
