list_status,priority,primary_category,title,short_name,approx_year,paper_type,primary_relevance,key_use_for_systematic_survey,source_url,notes,citationCount,seed_hit_count,score,authors,venue,doi,arxiv,paperId,abstract,taxonomy_category,taxonomy_description
round3_promoted,P1,Benchmarks and datasets,Can GPT models be Financial Analysts? An Evaluation of ChatGPT and GPT-4 on mock CFA Exams,Can GPT models be Financial Analysts? An Evaluation of ChatGPT and GPT-4 on mock,2023,Benchmarks and datasets,Benchmarks and datasets,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/ec2c330301fa8a9f4b6357d9ca630bf5bcd50996,Discovery status: round3_promoted. Source links: Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? An Examination on Several Typical Tasks; Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI; FinGPT: Democratizing Internet-scale Data for Financial Large Language Models,28,3,28.72,Ethan Callanan; A. Mbakwe; Antony Papadimitriou; Yulong Pei; Mathieu Sibue; Xiaodan Zhu; Zhiqiang Ma; Xiaomo Liu; Sameena Shah,arXiv.org,10.48550/arXiv.2310.08678,2310.08678,ec2c330301fa8a9f4b6357d9ca630bf5bcd50996,"Large Language Models (LLMs) have demonstrated remarkable performance on a wide range of Natural Language Processing (NLP) tasks, often matching or even beating state-of-the-art task-specific models. This study aims at assessing the financial reasoning capabilities of LLMs. We leverage mock exam questions of the Chartered Financial Analyst (CFA) Program to conduct a comprehensive evaluation of ChatGPT and GPT-4 in financial analysis, considering Zero-Shot (ZS), Chain-of-Thought (CoT), and Few-Shot (FS) scenarios. We present an in-depth analysis of the models' performance and limitations, and estimate whether they would have a chance at passing the CFA exams. Finally, we outline insights into potential strategies and improvements to enhance the applicability of LLMs in finance. In this perspective, we hope this work paves the way for future studies to continue enhancing LLMs for financial reasoning through rigorous evaluation.","Professional, Regulatory, and Advisory Applications","CFA/professional exams, financial advice, regulatory interpretation, compliance, and human-facing advisory settings."
round3_promoted,P1,Trading and investment,Fine-Tuning Large Language Models for Stock Return Prediction Using Newsflow,Fine-Tuning Large Language Models for Stock Return Prediction Using Newsflow,2024,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/f6c0a84ac1f1fe79cfde96f4e163d0d69f9c06cb,"Discovery status: round3_promoted. Source links: Exploring the Synergy of Quantitative Factors and Newsflow Representations from Large Language Models for Stock Return Prediction; Large Language Models in equity markets: applications, techniques, and insights",17,2,28.41,Tian Guo; E. Hauptmann,Conference on Empirical Methods in Natural Language Processing,10.48550/arXiv.2407.18103,2407.18103,f6c0a84ac1f1fe79cfde96f4e163d0d69f9c06cb,"Large language models (LLMs) and their fine-tuning techniques have demonstrated superior performance in various language understanding and generation tasks.This paper explores fine-tuning LLMs for predicting stock returns with financial newsflow.Return prediction is fundamental for subsequent tasks like portfolio construction and optimization in quantitative investing. We formulate the model to include a text representation and forecasting modules. We propose to compare the encoder-only and decoder-only LLMs, considering they generate text representations in distinct ways.The impact of these different representations on return forecasting remains an open question.Meanwhile, we compare two simple methods of integrating LLMs’ token-level representations into the forecasting module.The experiments on real investment universes reveal that:(1) aggregated representations from LLMs’ token-level embeddings generally produce return predictions that enhance the performance of long-only and long-short portfolios;(2) in the relatively large investment universe, the decoder LLMs-based prediction model leads to stronger portfolios, whereas in the small universes, there are no consistent winners;(3) return predictions derived from LLMs’ text representations are a strong signal for portfolio construction, outperforming conventional sentiment scores.These findings shed light on developing suitable LLM fine-tuning methods for return prediction-based portfolio construction.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P1,"Reports, filings, and risk",A Scoping Review of ChatGPT Research in Accounting and Finance,Scoping Review of ChatGPT Research in Accounting and Finance,2024,"Reports, filings, and risk","Reports, filings, and risk",Discovered through citation/reference expansion; connected to 4 source papers.,https://www.semanticscholar.org/paper/93cf2624dc11b38457f603ff8c345c5f3fc9d52b,Discovery status: round3_promoted. Source links: Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis; FinBERT : A Large Language Model for Extracting Information from Financial Text†; GPT-InvestAR: Enhancing Stock Investment Strategies through Annual Report Analysis with Large Language Models; Instruct-FinGPT: Financial Sentiment Analysis by Instruction Tuning of General-Purpose Large Language Models,75,4,27.56,Meng Dong; Theophanis C. Stratopoulos; Victor Xiaoqi Wang,International Journal of Accounting Information Systems,10.1016/j.accinf.2024.100715,2412.05731,93cf2624dc11b38457f603ff8c345c5f3fc9d52b,"This paper provides a review of recent publications and working papers on ChatGPT and related Large Language Models (LLMs) in accounting and finance. The aim is to understand the current state of research in these two areas and identify potential research opportunities for future inquiry. We identify three common themes from these earlier studies. The first theme focuses on applications of ChatGPT and LLMs in various fields of accounting and finance. The second theme utilizes ChatGPT and LLMs as a new research tool by leveraging their capabilities such as classification, summarization, and text generation. The third theme investigates implications of LLM adoption for accounting and finance professionals, as well as for various organizations and sectors. While these earlier studies provide valuable insights, they leave many important questions unanswered or partially addressed. We propose venues for further exploration and provide technical guidance for researchers seeking to employ ChatGPT and related LLMs as a tool for their research.",Surveys and Reviews,"Survey, review, taxonomy, and overview papers that map the finance LLM landscape."
round3_promoted,P1,Trading and investment,Bloated Disclosures: Can ChatGPT Help Investors Process Information?,Bloated Disclosures: Can ChatGPT Help Investors Process Information?,2023,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/af16b6f8146432e9437c1dd9b8320ee24ac63455,Discovery status: round3_promoted. Source links: Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI; FinBERT : A Large Language Model for Extracting Information from Financial Text†,56,2,27.01,Alex G. Kim; Maximilian Muhn; Valeri V. Nikolaev,Social Science Research Network,10.2139/ssrn.4425527,2306.10224,af16b6f8146432e9437c1dd9b8320ee24ac63455,"Generative AI tools such as ChatGPT can fundamentally change the way investors process information. We probe the economic usefulness of these tools in summarizing complex corporate disclosures using the stock market as a laboratory. The unconstrained summaries are remarkably shorter compared to the originals, whereas their information content is amplified. When a document has a positive (negative) sentiment, its summary becomes more positive (negative). Importantly, the summaries are more effective at explaining stock market reactions to the disclosed information. Motivated by these findings, we propose a measure of information ``bloat.""We show that bloated disclosure is associated with adverse capital market consequences, such as lower price efficiency and higher information asymmetry. Finally, we show that the model is effective at constructing targeted summaries that identify firms'(non-)financial performance. Collectively, our results indicate that generative AI adds considerable value for investors with information processing constraints.","Reports, Filings, Accounting, and Risk","SEC filings, annual reports, XBRL, accounting, credit/risk, disclosure, and document analytics."
round3_promoted,P1,Financial agents,CryptoTrade: A Reflective LLM-based Agent to Guide Zero-shot Cryptocurrency Trading,CryptoTrade: A Reflective LLM-based Agent to Guide Zero-shot Cryptocurrency Trad,2024,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/41e49f3e7cef50ec4b1fc4b2fe4dd3ba04ef3b9f,"Discovery status: round3_promoted. Source links: FLAG-Trader: Fusion LLM-Agent with Gradient-based Reinforcement Learning for Financial Trading; Large Language Models in equity markets: applications, techniques, and insights",36,2,26.84,Yuan Li; B. Luo; Qian Wang; Nuo Chen; Xu Liu; Bingsheng He,Conference on Empirical Methods in Natural Language Processing,10.18653/v1/2024.emnlp-main.63,,41e49f3e7cef50ec4b1fc4b2fe4dd3ba04ef3b9f,"The utilization of Large Language Models (LLMs) in financial trading has primarily been concentrated within the stock market, aiding in economic and financial decisions. Yet, the unique opportunities presented by the cryptocurrency market, noted for its on-chain data’s transparency and the critical influence of off-chain signals like news, remain largely untapped by LLMs. This work aims to bridge the gap by developing an LLM-based trading agent, CryptoTrade, which uniquely combines the analysis of on-chain and off-chain data. This approach leverages the transparency and immutability of on-chain data, as well as the timeliness and influence of off-chain signals, providing a comprehensive overview of the cryptocurrency market. CryptoTrade incorporates a reflective mechanism specifically engineered to refine its daily trading decisions by analyzing the outcomes of prior trading decisions. This research makes two significant contributions. Firstly, it broadens the applicability of LLMs to the domain of cryptocurrency trading. Secondly, it establishes a benchmark for cryptocurrency trading strategies. Through extensive experiments, CryptoTrade has demonstrated superior performance in maximizing returns compared to time-series baselines, but not compared to traditional trading signals, across various cryptocurrencies and market conditions. Our code and data are available at https://github.com/Xtra-Computing/CryptoTrade",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round3_promoted,P2,Trading and investment,Integrating Stock Features and Global Information via Large Language Models for Enhanced Stock Return Prediction,Integrating Stock Features and Global Information via Large Language Models for ,2023,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/0fc94e0c7fea54407e9cf4e4fcbc5487be883b61,"Discovery status: round3_promoted. Source links: Automate Strategy Finding with LLM in Quant investment; Large Language Models in equity markets: applications, techniques, and insights",20,2,25.24,Yujie Ding; Shuai Jia; Tianyi Ma; Bingcheng Mao; Xiuze Zhou; Liuliu Li; Dongming Han,arXiv.org,10.48550/arXiv.2310.05627,2310.05627,0fc94e0c7fea54407e9cf4e4fcbc5487be883b61,"The remarkable achievements and rapid advancements of Large Language Models (LLMs) such as ChatGPT and GPT-4 have showcased their immense potential in quantitative investment. Traders can effectively leverage these LLMs to analyze financial news and predict stock returns accurately. However, integrating LLMs into existing quantitative models presents two primary challenges: the insufficient utilization of semantic information embedded within LLMs and the difficulties in aligning the latent information within LLMs with pre-existing quantitative stock features. We propose a novel framework consisting of two components to surmount these challenges. The first component, the Local-Global (LG) model, introduces three distinct strategies for modeling global information. These approaches are grounded respectively on stock features, the capabilities of LLMs, and a hybrid method combining the two paradigms. The second component, Self-Correlated Reinforcement Learning (SCRL), focuses on aligning the embeddings of financial news generated by LLMs with stock features within the same semantic space. By implementing our framework, we have demonstrated superior performance in Rank Information Coefficient and returns, particularly compared to models relying only on stock features in the China A-share market.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P1,Financial agents,"Advancing innovation in financial stability: A comprehensive review of ai agent frameworks, challenges and applications",Advancing innovation in financial stability: A comprehensive review of ai agent ,2025,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/0ad50aa8e57901e59e959e2f2c0b6d221a0cf8cd,Discovery status: round3_promoted. Source links: Enhancing Investment Analysis: Optimizing AI-Agent Collaboration in Financial Research; FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,32,2,25.04,Satyadhar Joshi,World Journal of Advanced Engineering Technology and Sciences,10.30574/wjaets.2025.14.2.0071,,0ad50aa8e57901e59e959e2f2c0b6d221a0cf8cd,"Artificial Intelligence (AI) agents are revolutionizing industries by enabling autonomous decision-making, task execution, and multi-agent collaboration. This paper provides a comprehensive review of AI agent frameworks, focusing on their architectures, applications, and challenges in financial services. We conduct a comparative analysis of leading frameworks, including LangGraph, CrewAI, and AutoGen, evaluating their strengths, limitations, and suitability for complex financial tasks such as trading, risk assessment, and investment analysis. The integration of AI agents in financial markets presents both opportunities and challenges, particularly in terms of regulatory compliance, ethical considerations, and model robustness. We examine agentic AI design patterns, multi-agent systems, and the deployment of AI agents advancing the proposal to use them for fraud detection and risk management. By synthesizing insights from academic research and industry practices, this review identifies key trends and future directions in AI agent development. This work contributes to the growing discourse on AI-driven automation by outlining technical considerations and open challenges in deploying AI agents at scale. We highlight the need for enhanced transparency, interpretability, and security in AI-driven Agentic systems. Our findings provide valuable insights for researchers and practitioners seeking to harness AI agents for more efficient and intelligent decision-making.",Surveys and Reviews,"Survey, review, taxonomy, and overview papers that map the finance LLM landscape."
round3_promoted,P1,Trading and investment,Ploutos: Towards interpretable stock movement prediction with financial large language model,Ploutos: Towards interpretable stock movement prediction with financial large la,2024,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/fc4968617eae1d875a77ed0372be8f2e6118440a,Discovery status: round3_promoted. Source links: Exploring the Synergy of Quantitative Factors and Newsflow Representations from Large Language Models for Stock Return Prediction; Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,21,2,24.58,Hanshuang Tong; Jun Li; Ning Wu; Ming Gong; Dongmei Zhang; Qi Zhang,arXiv.org,10.48550/arXiv.2403.00782,2403.00782,fc4968617eae1d875a77ed0372be8f2e6118440a,"Recent advancements in large language models (LLMs) have opened new pathways for many domains. However, the full potential of LLMs in financial investments remains largely untapped. There are two main challenges for typical deep learning-based methods for quantitative finance. First, they struggle to fuse textual and numerical information flexibly for stock movement prediction. Second, traditional methods lack clarity and interpretability, which impedes their application in scenarios where the justification for predictions is essential. To solve the above challenges, we propose Ploutos, a novel financial LLM framework that consists of PloutosGen and PloutosGPT. The PloutosGen contains multiple primary experts that can analyze different modal data, such as text and numbers, and provide quantitative strategies from different perspectives. Then PloutosGPT combines their insights and predictions and generates interpretable rationales. To generate accurate and faithful rationales, the training strategy of PloutosGPT leverage rearview-mirror prompting mechanism to guide GPT-4 to generate rationales, and a dynamic token weighting mechanism to finetune LLM by increasing key tokens weight. Extensive experiments show our framework outperforms the state-of-the-art methods on both prediction accuracy and interpretability.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P0,Financial language models,Transforming Sentiment Analysis in the Financial Domain with ChatGPT,Transforming Sentiment Analysis in the Financial Domain with ChatGPT,2023,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 1 source papers.,https://www.semanticscholar.org/paper/3c4f1244301577cffff9affc73690669725e7e08,Discovery status: round3_promoted. Source links: Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,149,1,24.35,G. Fatouros; J. Soldatos; Kalliopi Kouroumali; Georgios Makridis; D. Kyriazis,Machine Learning with Applications,10.48550/arXiv.2308.07935,2308.07935,3c4f1244301577cffff9affc73690669725e7e08,"Financial sentiment analysis plays a crucial role in decoding market trends and guiding strategic trading decisions. Despite the deployment of advanced deep learning techniques and language models to refine sentiment analysis in finance, this study breaks new ground by investigating the potential of large language models, particularly ChatGPT 3.5, in financial sentiment analysis, with a strong emphasis on the foreign exchange market (forex). Employing a zero-shot prompting approach, we examine multiple ChatGPT prompts on a meticulously curated dataset of forex-related news headlines, measuring performance using metrics such as precision, recall, f1-score, and Mean Absolute Error (MAE) of the sentiment class. Additionally, we probe the correlation between predicted sentiment and market returns as an additional evaluation approach. ChatGPT, compared to FinBERT, a well-established sentiment analysis model for financial texts, exhibited approximately 35\% enhanced performance in sentiment classification and a 36\% higher correlation with market returns. By underlining the significance of prompt engineering, particularly in zero-shot contexts, this study spotlights ChatGPT's potential to substantially boost sentiment analysis in financial applications. By sharing the utilized dataset, our intention is to stimulate further research and advancements in the field of financial services.",Foundation and Domain Language Models,"Financial-domain LLMs, FinBERT-style models, instruction tuning, and domain adaptation work."
round3_promoted,P1,Trading and investment,ChatGPT Informed Graph Neural Network for Stock Movement Prediction,ChatGPT Informed Graph Neural Network for Stock Movement Prediction,2023,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/d3ba770fa1f48458b7ccbc88307b942cfb751a36,Discovery status: round3_promoted. Source links: Assessing Look-Ahead Bias in Stock Return Predictions Generated by GPT Sentiment Analysis; Can Large Language Models beat wall street? Evaluating GPT-4’s impact on financial decision-making with MarketSenseAI,82,2,23.64,Zihan Chen; Lei Zheng; Chengyu Lu; Jialu Yuan; Di Zhu,Social Science Research Network,10.2139/ssrn.4464002,2306.03763,d3ba770fa1f48458b7ccbc88307b942cfb751a36,"ChatGPT has demonstrated remarkable capabilities across various natural language processing (NLP) tasks. However, its potential for inferring dynamic network structures from temporal textual data, specifically financial news, remains an unexplored frontier. In this research, we introduce a novel framework that leverages ChatGPT's graph inference capabilities to enhance Graph Neural Networks (GNN). Our framework adeptly extracts evolving network structures from textual data, and incorporates these networks into graph neural networks for subsequent predictive tasks. The experimental results from stock movement forecasting indicate our model has consistently outperformed the state-of-the-art Deep Learning-based benchmarks. Furthermore, the portfolios constructed based on our model's outputs demonstrate higher annualized cumulative returns, alongside reduced volatility and maximum drawdown. This superior performance highlights the potential of ChatGPT for text-based network inferences and underscores its promising implications for the financial sector.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P1,Trading and investment,Harnessing Earnings Reports for Stock Predictions: A QLoRA-Enhanced LLM Approach,Harnessing Earnings Reports for Stock Predictions: A QLoRA-Enhanced LLM Approach,2024,Trading and investment,Trading and investment,Discovered through citation/reference expansion; connected to 1 source papers.,https://www.semanticscholar.org/paper/31e6b91ed8eb6f5fe8703301fc439fd1af160132,"Discovery status: round3_promoted. Source links: Large Language Models in equity markets: applications, techniques, and insights",53,1,23.46,Haowei Ni; Shuchen Meng; Xupeng Chen; Ziqing Zhao; Andi Chen; Panfeng Li; Shiyao Zhang; Qifu Yin; Yuanqing Wang; Yuxi Chan,2024 6th International Conference on Data-driven Optimization of Complex Systems (DOCS),10.1109/DOCS63458.2024.10704454,2408.06634,31e6b91ed8eb6f5fe8703301fc439fd1af160132,"Accurate stock market predictions following earnings reports are crucial for investors. Traditional methods, particularly classical machine learning models, struggle with these predictions because they cannot effectively process and interpret extensive textual data contained in earnings reports and often overlook nuances that influence market movements. This paper introduces an advanced approach by employing Large Language Models (LLMs) instruction fine-tuned with a novel combination of instruction-based techniques and quantized low-rank adaptation (QLoRA) compression. Our methodology integrates ‘base factors‘, such as financial metric growth and earnings transcripts, with ‘external factors‘, including recent market indices performances and analyst grades, to create a rich, supervised dataset. This comprehensive dataset enables our models to achieve superior predictive performance in terms of accuracy, weighted Fl, and Matthews correlation coefficient (M CC), especially evident in the comparison with benchmarks such as GPT-4. We specifically highlight the efficacy of the llama-3-8b-Instruct-4bit model, which showcases significant improvements over baseline models. The paper also discusses the potential of expanding the output capabilities to include a ‘Hold’’’’’ option and extending the prediction horizon, aiming to accommodate various investment styles and time frames. This study not only demonstrates the power of integrating cutting-edge AI with fine-tuned financial data but also paves the way for future research in enhancing AI -driven financial analysis tools.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P0,Financial agents,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,2024,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/be4468df16aacad6dbb74f1d98ada26ddbd7dba5,"Discovery status: round3_promoted. Source links: FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; Large Language Models in equity markets: applications, techniques, and insights",115,2,22.53,Frank Xing,ACM Transactions on Management Information Systems,10.1145/3688399,2401.05799,be4468df16aacad6dbb74f1d98ada26ddbd7dba5,"Large language models (LLMs) have drastically changed the possible ways to design intelligent systems, shifting the focus from massive data acquisition and new model training to human alignment and strategic elicitation of the full potential of existing pre-trained models. This paradigm shift, however, is not fully realized in financial sentiment analysis (FSA) due to the discriminative nature of this task and a lack of prescriptive knowledge of how to leverage existing generative models in such a context. This study investigates the effectiveness of the new paradigm, that is, using LLMs without fine-tuning for FSA. Rooted in Minsky’s theory of mind and emotions, a design framework with heterogeneous LLM agents is proposed and applied to FSA. The framework instantiates specialized agents using prior guiding knowledge from both linguistics and finance. Then, a summative agent reasons on the aggregated agent discussions. Comprehensive evaluations using six FSA datasets show that the framework yields better accuracies compared to many alternative multi-LLM agent settings, especially when the discussion contents are substantial. This study contributes to the design foundations and paves new avenues for LLMs-based FSA and potentially other tasks. Implications for business and management have also been discussed.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round3_promoted,P1,Financial agents,GPT's idea of stock factors,GPT's idea of stock factors,2024,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/1d0d08d8255fca583cba525f0299d3a792c5133f,Discovery status: round3_promoted. Source links: LLMs for Financial Advisement: A Fairness and Efficacy Study in Personal Decision Making; Temporal Data Meets LLM - Explainable Financial Time Series Forecasting,17,2,22.51,Yuhan Cheng; Ke Tang,Social Science Research Network,10.1080/14697688.2024.2318220,,1d0d08d8255fca583cba525f0299d3a792c5133f,"We amalgamate the capabilities of the GPT-4 computational model with the avant-garde methodology of autonomous factor generation, culminating in the synthesis of high-return factors within the equity investment milieu. Empirical outcomes elucidate that the factors conceptualized by ChatGPT attain a commendable Sharpe ratio peaking at 4.49, accompanied by an annualized return reaching 66.16%. Notably, the superlative excess returns garnered remain unaccounted for by the quintessential five-factor model. Through the implementation of an unembellished model averaging paradigm, the ensemble of 35 factors, conceived by ChatGPT, manifests an apex long-short annualized return of 88% and a Sharpe ratio registering at 2.46. In stark contrast to conventional data mining techniques, the temporal expenditure requisite for GPT's factor generation is minuscule. It relies on knowledge inference without the need for data input, and it can provide a thorough economic explanation for its factors.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
round3_promoted,P1,Financial agents,DianJin-R1: Evaluating and Enhancing Financial Reasoning in Large Language Models,DianJin-R1: Evaluating and Enhancing Financial Reasoning in Large Language Model,2025,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 3 source papers.,https://www.semanticscholar.org/paper/9f7336aff4d63695ffbc7bbab23140bbc1cc9346,Discovery status: round3_promoted. Source links: Benchmarking Large Language Models on CFLUE - A Chinese Financial Language Understanding Evaluation Dataset; BizFinBench: A Business-Driven Real-World Financial Benchmark for Evaluating LLMs; Fin-R1: A Large Language Model for Financial Reasoning through Reinforcement Learning,15,3,22.41,Jie Zhu; Qian Chen; Huaixia Dou; Junhui Li; Lifan Guo; Feng Chen; Chi Zhang,arXiv.org,10.48550/arXiv.2504.15716,2504.15716,9f7336aff4d63695ffbc7bbab23140bbc1cc9346,"Effective reasoning remains a core challenge for large language models (LLMs) in the financial domain, where tasks often require domain-specific knowledge, precise numerical calculations, and strict adherence to compliance rules. We propose DianJin-R1, a reasoning-enhanced framework designed to address these challenges through reasoning-augmented supervision and reinforcement learning. Central to our approach is DianJin-R1-Data, a high-quality dataset constructed from CFLUE, FinQA, and a proprietary compliance corpus (Chinese Compliance Check, CCC), combining diverse financial reasoning scenarios with verified annotations. Our models, DianJin-R1-7B and DianJin-R1-32B, are fine-tuned from Qwen2.5-7B-Instruct and Qwen2.5-32B-Instruct using a structured format that generates both reasoning steps and final answers. To further refine reasoning quality, we apply Group Relative Policy Optimization (GRPO), a reinforcement learning method that incorporates dual reward signals: one encouraging structured outputs and another rewarding answer correctness. We evaluate our models on five benchmarks: three financial datasets (CFLUE, FinQA, and CCC) and two general reasoning benchmarks (MATH-500 and GPQA-Diamond). Experimental results show that DianJin-R1 models consistently outperform their non-reasoning counterparts, especially on complex financial tasks. Moreover, on the real-world CCC dataset, our single-call reasoning models match or even surpass the performance of multi-agent systems that require significantly more computational cost. These findings demonstrate the effectiveness of DianJin-R1 in enhancing financial reasoning through structured supervision and reward-aligned learning, offering a scalable and practical solution for real-world applications.","Financial QA, Reasoning, and Table Understanding","Question answering, numerical reasoning, financial table/text reasoning, and discrete reasoning tasks."
round3_promoted,P1,Financial language models,Forecasting the S&P 500 Index Using Mathematical-Based Sentiment Analysis and Deep Learning Models: A FinBERT Transformer Model and LSTM,Forecasting the S&P 500 Index Using Mathematical-Based Sentiment Analysis and De,2023,Financial language models,Financial language models,Discovered through citation/reference expansion; connected to 1 source papers.,https://www.semanticscholar.org/paper/21870c270fd33369b664f216ef6669b200ee331a,Discovery status: round3_promoted. Source links: FinBERT : A Large Language Model for Extracting Information from Financial Text†,62,1,21.20,Jihwan Kim; Hui-Sang Kim; S. Choi,Axioms,10.3390/axioms12090835,,21870c270fd33369b664f216ef6669b200ee331a,"Stock price prediction has been a subject of significant interest in the financial mathematics field. Recently, interest in natural language processing models has increased, and among them, transformer models, such as BERT and FinBERT, are attracting attention. This study uses a mathematical framework to investigate the effects of human sentiment on stock movements, especially in text data. In particular, FinBERT, a domain-specific language model based on BERT tailored for financial language, was employed for the sentiment analysis on the financial texts to extract sentiment information. In this study, we use “summary” text data extracted from The New York Times, representing concise summaries of news articles. Accordingly, we apply FinBERT to the summary text data to calculate sentiment scores. In addition, we employ the LSTM (Long short-term memory) methodology, one of the machine learning models, for stock price prediction using sentiment scores. Furthermore, the LSTM model was trained by stock price data and the estimated sentiment scores. We compared the predictive power of LSTM models with and without sentiment analysis based on error measures such as MSE, RMSE, and MAE. The empirical results demonstrated that including sentiment scores through the LSTM model led to improved prediction accuracy for all three measures. These findings indicate the significance of incorporating news sentiment into stock price predictions, shedding light on the potential impact of psychological factors on financial markets. By using the FinBERT transformer model, this study aimed to investigate the interplay between sentiment and stock price predictions, contributing to a deeper understanding of mathematical-based sentiment analysis in finance and its role in enhancing forecasting in financial mathematics. Furthermore, we show that using summary data instead of entire news articles is a useful strategy for mathematical-based sentiment analysis.","Trading, Investment, and Portfolio Management","Stock prediction, trading, alpha, portfolio construction, allocation, investment reports, and market analysis."
round3_promoted,P1,Financial agents,Optimized Financial Planning: Integrating Individual and Cooperative Budgeting Models with LLM Recommendations,Optimized Financial Planning: Integrating Individual and Cooperative Budgeting M,2023,Financial agents,Financial agents,Discovered through citation/reference expansion; connected to 2 source papers.,https://www.semanticscholar.org/paper/5479040a44a53b9a7f58d97a91c79349e54e1976,Discovery status: round3_promoted. Source links: FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making; When AI Meets Finance (StockAgent): Large Language Model-based Stock Trading in Simulated Real-world Environments,32,2,21.14,Albert Y.S. Lam; Yanhui Geng; I. D. Zarzà; J. Curtò; Gemma Roig; C. Calafate,Applied Informatics,10.3390/ai5010006,,5479040a44a53b9a7f58d97a91c79349e54e1976,"In today’s complex economic environment, individuals and households alike grapple with the challenge of financial planning. This paper introduces novel methodologies for both individual and cooperative (household) financial budgeting. We firstly propose an optimization framework for individual budget allocation, aiming to maximize savings by efficiently distributing monthly income among various expense categories. We then extend this model to households, wherein the complexity of handling multiple incomes and shared expenses is addressed. The cooperative model prioritizes not only maximized savings but also the preferences and needs of each member, fostering a harmonious financial environment, whether they are short-term needs or long-term aspirations. A notable innovation in our approach is the integration of recommendations from a large language model (LLM). Given its vast training data and potent inferential capabilities, the LLM provides initial feasible solutions to our optimization problems, acting as a guiding beacon for individuals and households unfamiliar with the nuances of financial planning. Our preliminary results indicate that the LLM-recommended solutions result in budget plans that are both economically sound, meaning that they are consistent with established financial management principles and promote fiscal resilience and stability, and aligned with the financial goals and preferences of the concerned parties. This integration of AI-driven recommendations with econometric models, as an instantiation of an extended coevolutionary (EC) theory, paves the way for a new era in financial planning, making it more accessible and effective for a wider audience, as we propose an example of a new theory in economics where human behavior can be greatly influenced by AI agents.",Agents and Multi-Agent Systems,"Financial LLM agents, trading agents, multi-agent markets, agent benchmarks, and autonomous workflows."
